PartNo,Barcode,Size,Diameter,Width,Description,Cap,Bore,Load,Finish,Offset,Backspace,Bolt Pattern1,Bolt Pattern2,Additional Info,Brand,Style,Discontinued,Special,Length,Width,Height,Gross Weight,CAD MSRP,Price,Qty AL,Qty CA,Qty IN,Qty TX,Qty NC,Qty ON,L Pic,XL Pic
372-8970MF-12,886821097791,18X9.5,18,9.5,8-170 GBMFL MIRR RAPTOR VOR,C326-8CLV,125.2,3650,Gloss Black Mirror Machined Face and Lip,-12,4.8,8-170,,,VIS-VOR,372,No,No,20.5,20.5,11.5,35.7,331.17,231.82,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-8970MF18,886821097807,18X9.5,18,9.5,8-170 GBMFL MIRR RAPTOR,C326-8CL,125.2,3650,Gloss Black Mirror Machined Face and Lip,18,5.93,8-170,,,VIS-VOR,372,No,No,0,0,0,0,331.17,231.82,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-8973C0,886821236763,18X9.5,18,9.5,5-127 CHR VOR RAPTURE,C326-5C65V,78.1,2400,Chrome,0,5.25,5-5 (5-127),,,VIS-VOR,372,No,No,0,0,0,0,444.26,310.98,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2973_raptor_20x95-1403-147-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2973_raptor_20x95-1403-147-00-1000.jpg
372-8973MB-12,886821097838,18X9.5,18,9.5,5-127 MATTEBLK RAPTOR VTEC,C326MB-5C65V,78.1,2400,Matte Black,-12,4.8,5-5 (5-127),,,VIS-VOR,372,No,No,20.5,20.5,11.5,34.7,320.4,224.28,0,0,0,0,0,1,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-8981C18,886821097876,18X9.5,18,9.5,8-165.1 CHR RAPTOR VTEC,C326-8CSV,125.2,3650,Chrome,18,5.95,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,0,0,0,0,444.26,310.98,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_C_HR-NewCap-1000.jpg
372-8981MB-12,886821097883,18X9.5,18,9.5,8-165.1 MATTEBLK RAPTOR VT/VIS,C326MB-8CSV,125.2,3650,Matte Black,-12,4.8,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,20.5,20.5,11.5,35.1,320.4,224.28,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_8lug_matteblack_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_8lug_matteblack_16x8-1000.jpg
372-8981MB18,886821097890,18X9.5,18,9.5,8-165.1 MATTEBLK RAPTOR VT/VIS,C326MB-8CSV,125.2,3650,Matte Black,18,5.95,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,20.5,20.5,11.5,33.6,320.4,224.28,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_8lug_matteblack_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_8lug_matteblack_16x8-1000.jpg
372-8981MF18,886821097913,18X9.5,18,9.5,8-165.1 GBMFL MIRR RAPTOR,C326-8CSV,125.2,3650,Gloss Black Mirror Machined Face and Lip,18,5.95,8-6.5 (8-165.1),,,VIS-VOR,372,No,No,20.5,20.5,11.5,32.9,331.17,231.82,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-8983C25,886821097937,18X9.5,18,9.5,6-139.7 CHR RAPTOR VOR,C326-6C,106.2,2400,Chrome,25,6.2,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,20.5,20.5,11.25,31.2,444.26,310.98,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2936_raptor_20x9.5-1403-175-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2936_raptor_20x9.5-1403-175-00-1000.jpg
372-8983MB-12,886821097944,18X9.5,18,9.5,6-139.7 MATTEBLK RAPTOR VTEC,C326MB-6CV,106.2,2400,Matte Black,-12,4.8,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,20.5,20.5,11.5,34.1,320.4,224.28,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-8983MB25,886821097951,18X9.5,18,9.5,6-139.7 MATTEBLK RAPTOR VOR,C326MB-6CV,106.2,2400,Matte Black,25,6.2,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,20.25,20.25,11,31.65,320.4,224.28,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_raptor_wheel_6lug_matteblack_17x9-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_raptor_wheel_6lug_matteblack_17x9-1000.jpg
372-8983MF25,886821097975,18X9.5,18,9.5,6-139.7 GBMFL MIRRRAPTOR,C326-6CV,106.2,2400,Gloss Black Mirror Machined Face and Lip,25,6.25,6-5.5 (6-139.7),,,VIS-VOR,372,No,No,20.5,20.5,11.5,30.1,331.17,231.82,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
372-8985C18,886821097999,18X9.5,18,9.5,5-139.7 CHR RAPTOR VTEC,C326-5CV,108,2400,Chrome,18,5.95,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,0,0,0,0,444.26,310.98,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_372-2973_raptor_20x95-1403-147-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_372-2973_raptor_20x95-1403-147-00-1000.jpg
372-8985MB-12,886821098002,18X9.5,18,9.5,5-139.7 MATTEBLK RAPTOR VT/VIS,C326MB-5CV,108,2400,Matte Black,-12,4.8,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,20.5,20.5,11.5,34.4,320.4,224.28,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/372_Raptor_MB_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/372_Raptor_MB_HR-NewCap-1000.jpg
372-8985MF18,886821098033,18X9.5,18,9.5,5-139.7 GBMFL MIRR RAPTOR,C326-5C,108,2400,Gloss Black Mirror Machined Face and Lip,18,5.93,5-5.5 (5-139.7),,,VIS-VOR,372,No,No,0,0,0,0,331.17,231.82,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-offroad-372-Raptor-GBMF-HR-NewCap-1000.jpg
375-2936C25,886821065905,20X9,20,9,6-135 CHR WARRIOR VISION,C375-6C,87.1,2400,Chrome,25,6,6-135,,,VIS-VOR,375,No,No,22.5,22.5,11,37.72,527.83,369.48,13,49,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_C_HR-NewCap-1000.jpg
375-2936GBMF0,886821065912,20X9,20,9,6-135 GLSBLK M/FACE WARR VW,C375-6C,87.1,2400,Gloss Black Machined Face,0,4.95,6-135,,,VIS-VOR,375,No,No,23,23,11,37.6,403.97,282.78,63,40,44,0,8,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_GM_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_GM_HR-NewCap-1000.jpg
375-2936GBMF25,886821065936,20X9,20,9,6-135 GLSBLK M/FACE WARR VW,C375-6C,87.1,2400,Gloss Black Machined Face,25,6,6-135,,,VIS-VOR,375,No,No,23,23,11,37.8,403.97,282.78,85,10,27,20,4,1,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_GM_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_GM_HR-NewCap-1000.jpg
375-2950GBMF35,886821065967,20X9,20,9,5-150 GLSBLK M/FACE WARR VW,C375-5C,110.2,2400,Gloss Black Machined Face,35,6.4,5-150,,,VIS-VOR,375,No,No,23,23,11,36.2,403.97,282.78,30,32,39,16,8,0,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-2970GBMF0,886821065998,20X9,20,9,8-170 GLSBLK M/FACE WARR VW,C375-8DOC,125.2,3650,Gloss Black Machined Face,0,4.95,8-170,,,VIS-VOR,375,No,No,23,23,11,41.5,403.97,282.78,20,1,0,0,15,0,https://images.iconfigurators.app/images/wheels/large/Vision_375_Warrior_8_black_machine_WB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_375_Warrior_8_black_machine_WB-1000.jpg
375-2970GBMF18,886821066001,20X9,20,9,8-170 GLSBLK M/FACE WARR VW,C375-8DOC,125.2,3650,Gloss Black Machined Face,18,5.65,8-170,,,VIS-VOR,375,No,No,23,23,11,40.9,403.97,282.78,45,43,35,0,0,2,https://images.iconfigurators.app/images/wheels/large/Vision_375_Warrior_8_black_machine_WB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_375_Warrior_8_black_machine_WB-1000.jpg
375-2973GBMF10,886821066025,20X9,20,9,5-127 GLSBLK M/FACE WARR VW,C375-5C65,78.1,2400,Gloss Black Machined Face,10,5.35,5-5 (5-127),,,VIS-VOR,375,No,No,23,23,11,38.9,403.97,282.78,9,11,11,0,0,1,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-2981C18,886821066049,20X9,20,9,8-165.1 CHR WARRIOR VISION,C375-8C,125.2,3650,Chrome,18,5.7,8-6.5 (8-165.1),,,VIS-VOR,375,No,No,22.25,22.25,11,39.5,527.83,369.48,2,0,12,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_375-2970-20x9-1403-153-00-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_375-2970-20x9-1403-153-00-10001.jpg
375-2981GBMF0,886821066056,20X9,20,9,8-165.1GLSBLK M/FACE WARR VW,C375-8C,125.2,3650,Gloss Black Machined Face,0,4.95,8-6.5 (8-165.1),,,VIS-VOR,375,No,No,23,23,11,42.3,403.97,282.78,58,16,16,0,8,0,https://images.iconfigurators.app/images/wheels/large/Vision_375_Warrior_8_black_machine_WB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_375_Warrior_8_black_machine_WB-1000.jpg
375-2981GBMF18,886821066063,20X9,20,9,8-165.1GLSBLK M/FACE WARR VW,C375-8C,125.2,3650,Gloss Black Machined Face,18,5.65,8-6.5 (8-165.1),,,VIS-VOR,375,No,No,23,23,11,39.6,403.97,282.78,40,16,0,0,12,12,https://images.iconfigurators.app/images/wheels/large/Vision_375_Warrior_8_black_machine_WB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_375_Warrior_8_black_machine_WB-1000.jpg
375-2983C0,886821066087,20X9,20,9,6-139.7 CHR WARRIOR VISION,C375-6C,106.2,2400,Chrome,0,4.95,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,22.5,22.5,11,37.6,527.83,369.48,0,69,16,0,4,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_C_HR-NewCap-1000.jpg
375-2983C18,886821066094,20X9,20,9,6-139.7 CHR WARRIOR VISION,C375-6C,106.2,2400,Chrome,18,6,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,23,23,11,39.35,527.83,369.48,66,36,17,11,9,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_C_HR-NewCap-1000.jpg
375-2983C30,886821066100,20X9,20,9,6-139.7 CHR WARRIOR VISION,C375-6C,106.2,2400,Chrome,30,6.15,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,23,23,11,37.9,527.83,369.48,21,30,43,2,0,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_C_HR-NewCap-1000.jpg
375-2983GB18,886821224098,20X9,20,9,6-5.5 GB VOR WHEEL,C375GB-6C,106.2,2400,Gloss Black,18,5.68,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,23,23,11,36.5,403.97,282.78,4,41,35,0,4,0,,
375-2983GBMF0,886821066117,20X9,20,9,6-139.7GLSBLK M/FACE WARR VW,C375-6C,106.2,2400,Gloss Black Machined Face,0,4.95,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,23,23,11,38.5,403.97,282.78,29,32,58,30,8,4,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_GM_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_GM_HR-NewCap-1000.jpg
375-2983GBMF18,886821066124,20X9,20,9,6-139.7GLSBLK M/FACE WARR VW,C375-6C,106.2,2400,Gloss Black Machined Face,18,5.65,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,23,23,11,37.75,403.97,282.78,42,12,79,32,12,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_GM_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_GM_HR-NewCap-1000.jpg
375-2983GBMF30,886821066131,20X9,20,9,6-139.7GLSBLK M/FACE WARR VW,C375-6C,106.2,2400,Gloss Black Machined Face,30,6.2,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,23,23,11,37.8,403.97,282.78,48,43,16,8,8,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_GM_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_GM_HR-NewCap-1000.jpg
375-2983WPS18,886821225712,20X9,20,9,6-5.5 WPS VOR WARRIOR,C375WPS-6C,106.2,2400,Winter Paint-Silver( Salt Resistant),18,0,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,0,0,0,0,421.92,295.34,0,0,0,0,0,0,,
375-2985C18,886821066162,20X9,20,9,5-139.7 CHR WARR VW,C375-5C,108,2400,Chrome,18,5.7,5-5.5 (5-139.7),,,VIS-VOR,375,No,No,22.25,22.25,11,37.5,527.83,369.48,10,59,39,0,0,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_C_HR-NewCap-1000.jpg
375-2985GB18,886821224104,20X9,20,9,5-5.5 SB VOR WHEEL,C375SB-5C,108,2400,Gloss Black,18,5.68,5-5.5 (5-139.7),,,VIS-VOR,375,No,No,22.25,22.25,11,36.3,403.97,282.78,24,41,19,0,0,2,,
375-2985GBMF18,886821066179,20X9,20,9,5-139.7GLSBLK M/FACE WARR VW,C375-5C,108,2400,Gloss Black Machined Face,18,5.65,5-5.5 (5-139.7),,,VIS-VOR,375,No,No,23,23,11,38.6,403.97,282.78,26,31,46,18,8,4,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-2985WPS18,886821225729,20X9,20,9,5-5.5 WPS VOR WARRIOR,C378WPS-5C,108,2400,Winter Paint-Silver( Salt Resistant),18,0,5-5.5 (5-139.7),,,VIS-VOR,375,No,No,0,0,0,0,421.92,295.34,0,0,0,0,0,0,,
375-5761GBMF-12,886821066186,15X7.5,15,7.5,5-120.65GLSBLK M/FACE WARR,C375-5C65DOC,73.1,2400,Gloss Black Machined Face,-12,3.8,5-4.75 (5-120.65),,,VIS-VOR,375,No,No,17,17,9,21.6,200.52,140.36,0,3,43,10,3,0,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-5765GBMF-12,886821066193,15X7.5,15,7.5,5-114.3GLSBLK M/FACE WARR VW,C375-5C65DOC,83,2400,Gloss Black Machined Face,-12,3.8,5-4.5 (5-114.3),,,VIS-VOR,375,No,No,17,17,9,21.7,200.52,140.36,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-5773GBMF-12,886821066209,15X7.5,15,7.5,5-127 GLSBLK M/FACE WARR VW,C375-5C65DOC,78.1,2400,Gloss Black Machined Face,-12,3.8,5-5 (5-127),,,VIS-VOR,375,No,No,17,17,9,21.7,200.52,140.36,0,2,0,0,0,8,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-5783GBMF-12,886821066216,15X7.5,15,7.5,6-139.7GLSBLK M/FACE WARR VW,C375-6cDOC,110,2400,Gloss Black Machined Face,-12,3.8,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,17,17,9,21.6,200.52,140.36,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_GM_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_GM_HR-NewCap-1000.jpg
375-5785GBMF-12,886821066223,15X7.5,15,7.5,5-139.7GLSBLK M/FACE WARR VW,C375-5cDOC,110,2400,Gloss Black Machined Face,-12,3.8,5-5.5 (5-139.7),,,VIS-VOR,375,No,No,17,17,9,22.1,200.52,140.36,0,32,0,0,8,4,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-6632C45,886821066230,16X6.5,16,6.5,5-130 CHR WARR,C375-SPR,84,3450,Chrome,45,5.45,5-130,,FITS SPRINTER,VIS-VOR,375,No,No,0,0,0,0,339.55,237.69,0,12,16,0,0,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_C_HR-NewCap-1000.jpg
375-6632GBMF45,886821066247,16X6.5,16,6.5,5-130 GBMF WARR 15LB-SPRINT,C375-SPR,84,3450,Gloss Black Machined Face,45,5.45,5-130,,FITS SPRINTER,VIS-VOR,375,No,No,18,18,8,22.6,209.38,146.57,14,15,3,27,4,2,https://images.iconfigurators.app/images/wheels/xlarge/vision-375-wheel-5lug-gloss-black-machined-face-18x75-1000_2565.jpg,https://images.iconfigurators.app/images/wheels/xlarge/vision-375-wheel-5lug-gloss-black-machined-face-18x75-1000_2565.jpg
375-6663C45,886821066254,16X6.5,16,6.5,6-130 CHR WARR VW,C375-SPR,84,3450,Chrome,45,5.45,6-130,,,VIS-VOR,375,No,No,0,0,0,0,339.55,237.69,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_C_HR-NewCap-1000.jpg
375-6663GBMF45,886821066261,16X6.5,16,6.5,6-130 GLSBLK M/FACE WARR VW,C375-SPR,84,3450,Gloss Black Machined Face,45,5.45,6-130,,,VIS-VOR,375,No,No,18,18,8,23,209.38,146.57,37,3,55,0,4,8,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_GM_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_GM_HR-NewCap-1000.jpg
375-6835GB0,886821223954,16X8,16,8,5-135 GB VOR WHEEL,C375GB-5CDOC,87.1,2400,Gloss Black,0,4.45,5-135,,,VIS-VOR,375,No,No,18,18,10.25,24.6,222.73,155.91,33,38,64,0,0,0,,
375-6835GBMF0,886821066285,16X8,16,8,5-135 GLSBLK M/FACE WARR VW,C375-5CDOC,87.1,2400,Gloss Black Machined Face,0,4.5,5-135,,,VIS-VOR,375,No,No,18,18,9.5,24,222.73,155.91,7,52,0,87,11,0,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-6835WPS0,886821225583,16X8,16,8,5-135 WPS VOR WARRIOR,C375WPS-5CDOC,87.1,2400,Winter Paint-Silver( Salt Resistant),0,0,5-135,,,VIS-VOR,375,No,No,0,0,0,0,233.5,163.45,0,0,0,0,0,0,,
375-6865GBMF0,886821066322,16X8,16,8,5-114.3GLSBLK M/FACE WARR VW,C375-5C65DOC,83,2400,Gloss Black Machined Face,0,4.5,5-4.5 (5-114.3),,,VIS-VOR,375,No,No,18,18,9.5,23.6,222.73,155.91,43,56,112,0,0,5,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-6873GBMF0,886821066346,16X8,16,8,5-127 GLSBLK M/FACE WARR VW,C375-5C65DOC,78.1,2400,Gloss Black Machined Face,0,4.5,5-5 (5-127),,,VIS-VOR,375,No,No,18,18,9.5,24,222.73,155.91,2,27,51,0,3,0,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-6881C-6,886821066353,16X8,16,8,8-165.1 CHR WARRIOR VISION,C375-8DOC,125.2,3650,Chrome,-6,4.25,8-6.5 (8-165.1),,,VIS-VOR,375,No,No,18,18,9.5,23.5,350.19,245.13,40,40,2,0,8,4,https://images.iconfigurators.app/images/wheels/large/vision_375-2970-20x9-1403-153-00-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_375-2970-20x9-1403-153-00-10001.jpg
375-6881GB-6,886821223992,16X8,16,8,8-6.5 GB VOR WHEEL,C375GB-8DOC,125.2,3650,Gloss Black,-6,4.22,8-6.5 (8-165.1),,,VIS-VOR,375,No,No,18,18,10.25,28.7,222.73,155.91,0,3,0,0,0,8,,
375-6881GBMF-6,886821066360,16X8,16,8,8-165.1GLSBLK M/FACE WARR VW,C375-8DOC,125.2,3650,Gloss Black Machined Face,-6,4.25,8-6.5 (8-165.1),,,VIS-VOR,375,No,No,18,18,10.25,28.5,222.73,155.91,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/Vision_375_Warrior_8_black_machine_WB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/Vision_375_Warrior_8_black_machine_WB-1000.jpg
375-6881WPS-6,886821225613,16X8,16,8,8-6.5 WPS VOR WARRIOR,C375WPS-8DOC,125.2,3650,Winter Paint-Silver( Salt Resistant),-6,0,8-6.5 (8-165.1),,,VIS-VOR,375,No,No,0,0,0,0,233.5,163.45,0,0,0,0,0,0,,
375-6883C0,886821066377,16X8,16,8,6-139.7 CHR WARR VW,C375-6CDOC,110,2400,Chrome,0,4.5,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,0,0,0,0,350.19,245.13,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_C_HR-NewCap-1000.jpg
375-6883GB0,886821223985,16X8,16,8,6-5.5 GB VOR WHEEL,C375GB-6CDOC,110,2400,Gloss Black,0,4.45,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,18,18,10.25,25,222.73,155.91,93,226,91,0,0,8,,
375-6883GBMF0,886821066384,16X8,16,8,6-139.7GLSBLK M/FACE WARR VW,C375-6CDOC,110,2400,Gloss Black Machined Face,0,4.5,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,18,18,9.5,22.9,222.73,155.91,71,272,0,0,20,3,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_GM_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_GM_HR-NewCap-1000.jpg
375-6883WPS0,886821225606,16X8,16,8,6-5.5 WPS VOR WARRIOR,C375WPS-6CDOC,110,2400,Winter Paint-Silver( Salt Resistant),0,0,6-5.5 (6-139.7),,,VIS-VOR,375,No,No,0,0,0,0,233.5,163.45,0,0,0,0,0,0,,
375-6885GBMF0,886821066407,16X8,16,8,5-139.7GLSBLK M/FACE WARR VW,C375-5cDOC,110,2400,Gloss Black Machined Face,0,4.5,5-5.5 (5-139.7),,,VIS-VOR,375,No,No,18,18,9.5,24.2,222.73,155.91,0,1,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_warrior_wheel_5lug_glossblack_machinedface_16x8-1000.jpg
375-6886C12,886821066414,16X8,16,8,6-114.3 CHR  WARR VW,C375-6C86,71.5,2400,Chrome,12,5,6-4.5 (6-114.3),,,VIS-VOR,375,No,No,18.25,18.25,10.25,24.2,350.19,245.13,87,56,4,0,0,4,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_C_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_C_HR-NewCap-1000.jpg
375-6886GB12,886821223978,16X8,16,8,6-4.5 GB VOR WHEEL,C375GB-6C86,71.5,2400,Gloss Black,12,4.93,6-4.5 (6-114.3),,,VIS-VOR,375,No,No,18,18,10.25,23.4,222.73,155.91,1,12,87,0,0,4,,
375-6886GBMF12,886821066421,16X8,16,8,6-114.3GLSBLK M/FACE WARR VW,C375-6C86,71.5,2400,Gloss Black Machined Face,12,4.9,6-4.5 (6-114.3),,,VIS-VOR,375,No,No,18,18,9.5,22.6,222.73,155.91,214,173,313,0,16,0,https://images.iconfigurators.app/images/wheels/large/375_Warrior-6_GM_HR-NewCap-500.png,https://images.iconfigurators.app/images/wheels/xlarge/375_Warrior-6_GM_HR-NewCap-1000.jpg
